Label,Text
neutral,এই জেনারেশান যখন লিডিং লেভেল এ যাবে তখন এই দেশের চেহারাটাই পালটে যাবে..
neutral,"কীটপতঙ্গ দমনের জন্য ব্যবহার করা হচ্ছে সেক্স ফেরোমন ফাঁদ, যা কিনা একেবারেই পরিবেশবান্ধব। তাঁদের এই প্রচেষ্টার কারণে সোনাখুলি হিন্দুপাড়া গ্রামটি এখন ‘নিরাপদ সবজির গ্রাম’ বা ‘অরগানিক কৃষি গ্রাম’ হিসেবে পরিচিতি পাচ্ছে।"
neutral,ফলে অতিরিক্ত অর্থধারীই ভোগ করতে পারবে। অর্থনীতিতে মুদ্রাস্ফীতি দেখা দিবে। একপর্যায়ে সেখান থেকেই দুর্ভিক্ষ শুরু হতে পারে।
neutral,সরকারও নানাভাবে চেষ্টা করছে সড়ক দুর্ঘটনা থেকে বেরিয়ে আসতে।
neutral,দাদা অপপ্রচার এর কি দেখলেন। আপনাদের দেশ টা ধর্ষক দের তীর্থস্থান। এইটা পৃথিবীরর সবাই জানে।
neutral,বদি যেভাবে দেশের বাইরে যায় ইয়াবা সেভাবে দেশে আসে !
neutral,সব পেশায় ভাল খারাপ লোক আছে এবং ডাক্তারি পেশা ও এর বাহিরে না
neutral,এইসব গান চলে বলেই মেইনস্ট্রিম ব্যান্ডগুলো শাইন করতে পারছে না। মানুষ ভালো জিনিশ বাদ দিয়ে অপরাধী নিয়ে ডুবে আছে 
neutral,আজ না খুবএকা একা লাগছে চোখের সামনে তুমি তবু যেন তোমাকে ছোয়া যায় না কেন এমন হয় বলোতো !
neutral,"উদ্যোগটির পরিসর অত্যন্ত ছোট, কিন্তু চেতনাগত দিক থেকে এর তাৎপর্য অনেক বেশি। গ্রামাঞ্চলের সাধারণ মানুষকে ঠিকমতো বোঝাতে পারলে তাঁরা যে মহৎ কোনো কাজে স্বতঃস্ফূর্তভাবে অংশ নেন, এ উদ্যোগের মধ্য দিয়ে তা স্পষ্ট হয়েছে"
neutral, হু আমি মঙ্গল গ্রহে একটি সুন্দর বাড়ি চায় চায়তে মানা নাই মন কত কিছু চায়ছে বুলো
neutral,এই সিরিজ থেকে বানানো সিনেমাগুলো প্রতিটিই বিস্ময়কর ও ব্লকবাস্টার হিট!!!
neutral,"আপনার এই লেখাটা যতবার চোখে পড়ে ততবারই পড়ি। প্রতিবারই নতুন মনে হয়, আর মনে হয় কোন মিষ্টি প্রেমের উপন্যাস পড়ছি।"
neutral,রাজধানীর খিলগাঁও এলাকায় ট্রেনে কাটা পড়ে এক ব্যক্তি মারা গেছেন। বৃহস্পতিবার সকালে খিলগাঁওয়ের বাগিচা মসজিদ সংলগ্ন রেললাইনে এ দুর্ঘটনা ঘটে।
neutral,"যেখানে ৩ বলে ২ রান নিতে পারেনি ছেলেরা, সেখানে ১ বলে ২ রান নিয়ে দেখিয়ে দিলো মেয়েরা"
neutral,"কিছুক্ষণ আগেই কবুল বলেছেন দুইজন । কিন্তু এর পেছনে ছিল ১০ বছরের পরিচয়ে, ৬ বছরের ভালবাসা আর বিশাল যুদ্ধ ।

দম্পতিকে অনেক অনেক শুভকামনা ।"
neutral,চীনের উহানে বসবাসরত বাংলাদেশিরা চরম উৎকণ্ঠার মধ্যে আছেন। এখানে বিভিন্ন বিশ্ববিদ্যালয়ের শিক্ষার্থী ও তাঁদের পরিবারের সদস্যরা বসবাস করছেন। এই শহরে চার শতাধিক বাংলাদেশি রয়েছেন।
neutral,যদি জানতাম তোমার কষ্টের কারন হব আমি । তোমার এক ফোঁটা অস্রুর কারন হব আমি । তবে সত্যি বলছি আমি কখনোই আসতাম না তোমার জীবনে !! শুধু দুর থেকে ভালবেসে যেতাম তোমায়
neutral,"দিনে কয়েকবার ভদ্রমহিলার কাছে অনিচ্ছায় ধর খেয়ে যাবেন, তাহলেই চলবে"
neutral,"আমাদের নতুন টিভি চ্যানেল ‘নাগরিক’ যখন শুরু হবে, তখন আমরা তাকে ব্রেক দেব..."
neutral,সিলেটের সঙ্গে সারা দেশের রেল চলাচল স্বাভাবিক হয়েছে। সোমবার রাত নয়টা ২০ মিনিটে সিলেট থেকে ছেড়ে আসা চট্টগ্রামগামী উদয়ন এক্সপ্রেস ওই পথে স্বাভাবিকভাবে যাত্রা করে।
neutral,"বাবা বারবার ফোন দিয়েছিল বাসায় যাবার জন্য।খুব ইচ্ছা ও ছিল।কিন্তু ব্যস্ততার জন্য যেতে পারছি না।নিজের কাছে যেমন খারাপ লাগে, বাবা মায়ের কাছে তার চেয়ে বেশি লাগে।"
neutral,জিয়া চ্যারিটেবল ট্রাস্ট দুর্নীতি মামলায় বেগম খালেদা জিয়ার ৭ বছরের কারাদণ্ড ও ১০ লক্ষ টাকা জরিমানার আদেশ দিয়েছে আদালত।
neutral,বিরক্ত আমি বিরক্ত এই পৃথিবীর ’পরে দেখে সীমাহীন অবিচার আর দ্বিধাহীন মিথ্যাচার
neutral,"আমি প্রচন্ড রকমের ভয় পেলাম, আর বাহিরের দিকে দৌঁড় দিতে চাইলাম। কিন্তু আমি কোনোমতে সেই কফিশপ হতে বাহির হতে পারছিলাম না। আমি যতই দৌঁড়ে বাহিরের দিকে যেতে চাচ্ছিলাম, আবার কে যেনো আমাকে বাহির থেকে ধরে এনে ভিতরে আছড়ে ফেলছিলো।"
neutral,অনেক ভাল করেচেন একটু চুদে দিলে অনেক ভাল হতো মেয়ে মানুষ কেসিনোতে কি করে এটাই তার অপরাদ ব্যেপরদায় কেন গেল পরদা না করলে এমনেই হবে
neutral,"শিশুটি হয়ত আর দশদিন বাঁচবে, তবে শেষটা ক্রিকেটের সাথেই...পাঁচ বছরের ছোট্ট শিশু স্ল্যাটার ওয়াকার। যেকোনো দিন পৃথিবীর মায়া ত্যাগ করে চিরতরে চলে যেতে পারে ক্যান্সার আক্রান্ত শিশুটি।"
neutral,"ভার্জিনিটি বোঝার একটাই উপায় আর সেটা হলো প্রথম মিলনে মেয়ে হোক ছেলে হোক তাদের মুখের অভিব্যক্তি, অবশ্য এটা সবাই বুঝবেনা ।"
neutral,"আমি ভাবতাম, আমি গরিব। তারা বলল, আমি গরিব নই, অভাবগ্রস্ত। তারা বলেছিল, নিজেকে অভাবগ্রস্ত ভাবাটা আত্মপ্রবঞ্চনা। আমি বঞ্চিত। ওহ্, না। ঠিক বঞ্চিত না, স্বল্প অধিকারপ্রাপ্ত। তারপর তারা বলল, স্বল্প অধিকারপ্রাপ্ত কথাটা ব্যবহারজীর্ণ। আমি হলাম সাফল্যের পথে বাধাপ্রাপ্ত। আমার কাছে এখনো একটা পয়সাও নেই।"
neutral,"আর তখনি দরজায় করা নাড়লো কেও । নাবিলা আর জাফর ছিটকে পড়লো । ভয়ে নাবিলা কাঁপতে লাগলো। জাফর ও থমকে দাঁড়িয়ে আছে । কেও কোন কথা বলছে না। আবার করা নাড়ার শব্দ , সাথে কেও ডাকছে।"
neutral,মেয়েরা পেরেছে আমরাও পারব।সেই প্রত্যাশা করি।বাংলাদেশের ক্রিকেট দল এগিয়ে যাচ্ছে যাবে একদিন জয় করবে সেই কামনা করি।
neutral,উপায় যেখানে নাই সহ্য করা লাগবেই।।।মরে যাওয়ার চেয়ে কষ্টে বেঁচে থাকা ভালো।
neutral,"আমি জিনিসটা আগের মতো ঠিক করে দেয়ার পর এবং সেই কাজের জন্য মাফ চাওয়ার পরও মিনিমাম ৮-১০ বার আমাকে রাস্তায় গেটের বাইরে ""শুয়োরের বাচ্চা"" বলে গালি দিছে সবার সামনে।"
neutral,তিন বছর আগে হোলি আর্টিজান বেকারিতে জঙ্গি হামলা ও নৃশংস হত্যাযজ্ঞের ঘটনায় করা মামলার রায় আজ। বিচার শুরু হওয়ার এক বছরের মাথায় বহুল আলোচিত এই মামলার রায় ঘোষণা করতে যাচ্ছেন ঢাকার সন্ত্রাসবিরোধী বিশেষ ট্রাইব্যুনাল।
neutral,ভবিষ্যতে পরবর্তী জেনারেশনের কাছে গর্ব করে বলতে পারবো আমাদের একজন তামিম আর একজন পারভেজ ছিলো। ধন্যবাদ তামিম আর পারভেজ কে।
neutral,সব পড়বেন ভাই।বাংলা ইংরেজি দুটাই।চেষ্টা করেন আস্তে আস্তে ক্লাসিক পড়তে। থ্রিলার পড়ে বেশিদূর আগাতে পারবেন না
neutral,"তাই করার পর, মহিলা চলন্ত ট্রেন থেকে লাফিয়ে পড়ে। এই সব দেখে, মাসিমা এত ভয় পেয়েছিল যে মাসিমা পরবর্তী স্টেশনে এসেছিল। এবং সেখানে যারা পুলিশ ছিল তাদের সবকিছু বলে।"
neutral,গানের নেশা আসিফকে কঠিন এক বাস্তবতার মুখোমুখি দাঁড় করিয়ে দিয়েছিল। এতটাই অর্থকষ্টে ছিলেন যে খ্যাতি পাওয়ার আগ পর্যন্ত ঈদের আনন্দ পর্যন্ত আসেনি তাঁর জীবনে।
neutral,ততক্ষণে বুঝে গিয়েছি কি ভুলই না করেছি আমি।নিজে হাতে জ্বীন্ ডেকে এনেছি। মনে মনে নিজেকে সাহস যোগাচ্ছি-সামাল দিতে হবে।
neutral,"আধা-সরকারি বার্তা সংস্থা ফারসের খবরে বলা হয়, এক হাজারের বেশি শিক্ষার্থী দেশটির নেতাদের বিরুদ্ধে স্লোগান দিচ্ছিলেন। একই সঙ্গে সোলাইমানির ছবি ছিঁড়ে ফেলে। শিক্ষার্থীরা বিমানটিকে ভূপতিত করার সঙ্গে জড়িতদের এবং যারা নিজেদের দায়কে আড়াল করতে চেয়েছে তাদের সবার বিচার দাবি করেন।"
neutral,এরকম করা যায় কি আসলেই? মানে রেস্টুরেন্ট এর বসে অর্ডার করা যায় অনলাইনে?
neutral,ঢাকা থাকলে অবশ্য ই জয়েন করতাম। ধন্যবাদ এই সাহসী উদ্যোগের জন্য। দোয়া রইলো।
neutral,"এই দুনিয়ায় এই ভুল দ্বিতীয় বার করিস না, তুই কাউকেই যা কিছু করবি কর,সন্তুষ্টি তাদের আসবে না। দুনিয়ার এটাই নিয়ম। কারো মন জয় করে চলার চেষ্টা করাই বৃথা।"
neutral,"আমরা কত অসহায় এই সরকারের কাছে, এই ঘটনা তার প্রমাণ। আর কোঠার সংস্কার চাওয়া কত বড় অন্যায়, রাতে তুলে নেয়া হবে জিজ্ঞাসাবাদের নামে। "
neutral,"কানের উপর পক  পক  করবে , বাইরে  খাওয়া  যাবে  না  ,বাইরে যাওয়া যাবে  না,"
neutral,"মানুষের জীবনে এত চাওয়া কেনো? চাওয়াটা কেনো সাধ্যের মধ্যে থাকেনা? আমাকে দুঃখ দিতে চাও দাও, কিন্তু এতটা দুঃখ দিওনা, যাতে তা যন্ত্রনা রুপ নেয়..!!"
neutral,অন্তত আমি মনে করছি আপনার চিন্তাধারা আলাদা হবে।সেই পক্ষ বিপক্ষ।সেই টানা টানি।আপনিতো স্মার্ট। আপনি ক্যান এগুলা বলেন।মাশরাফিকে দেখেন কাউকে নিয়েতো টানাটানি করছে না।
neutral,"আশ্চর্যের ব্যাপার হলো যে মেয়েই তার সাথে প্রেমে জড়ায়, সপ্তাহখানেক পরেই তার কোনো হদিস পাওয়া যায় না! হঠাৎ করে সেই মেয়েগুলো কোথায় উধাও হয়ে যায় কে জানে!"
neutral,ইতালিফেরত এক যুবকের ক্ষোভ নিয়ে বিভক্ত হয়ে পড়েছিল বাংলাদেশ। তিনিসহ আরও অনেক বাংলাদেশি যাত্রী প্রায় ২০ ঘণ্টা ভ্রমণ করে দেশে এসেছিলেন। আরও কয়েক ঘণ্টা আনুষ্ঠানিকতার পর তাঁদের নেওয়া হয় আশকোনা হজ ক্যাম্পে। করোনা সন্দেহে তাঁদের কোয়ারেন্টিন করার কথা বলা হয় সেখানে। অনেকেই ক্ষিপ্ত হয়ে ওঠেন এতে।
neutral,"সেই ‘কিছু করার’ তাড়না থেকেই কলম হাতে তুলে নিয়েছেন বাংলা রকের আরেক কিংবদন্তি মাকসুদুল হক। মাকসুদের লেখা, হিস্ট্রি অব বাংলাদেশ রক: দ্য লিগেসি অব আজম খান"
neutral,আর কতই বা সহ‍্য করবেন তিনি?এত চাপ সামলানোর বয়সও তো নেই।এভাবেই শেষ হয়ে যাবেন তিনি।সব হারিয়ে এখন নিঃস্ব!
neutral,"শিপ্রা ধড়ফড়িয়ে উঠলো। খাট থেকে নেমে এগিয়ে গেলো বেডরুমের দরজার দিকে। ""মা আমার খুব ভয় করছে। আমিও যাবো তোমার সাথে।""–মাম্পি উঠে দাঁড়িয়েছে।"
neutral,দেশে জায়গার এতো সংকট হয়েছে? পিছনের ছেলেগুলোকে এতো চিপাচাপায় ফেলেছে যে ওদের মুখ দেখলে মনে হচ্ছে লুডু খেলতে বসেছে! যায়হোক বাশিওয়ালা ছেলেটা অসাধারণ বাজিয়েছে। আর বালাম ভাই তাহসান ভাই.......... অসাধারণ।
neutral,"প্রার্থনা করি দিনটা হাসি খুশিতে শুরু করো ও পূর্ণ উদ্যমে কাজ করতে থাকো , শুভেচ্ছা নিও ।"
neutral,"বিশ্ববিদ্যালয়জীবনে টাকার অভাবে কখনো কখনো না খেয়ে দিন কাটিয়েছেন, স্বাবলম্বী হওয়ার জন্য শিক্ষক হওয়ার স্বপ্ন বাদ দিয়েছেন, পেশাজীবনে বড় পদ ছেড়ে ছোট পদে যোগ দিয়েছেন,"
neutral,চমকে উঠলাম আমি! নিচতলার সদর দরজাটা খুলে ফেলেছে কেউ।
neutral,আমরা মেয়েরা নারী বাদি হয়ে ১০ পা আগাই আর নিজেরাই নিজেদের টেনে ১৫ পা পিছায় দেই। এইটা কোন সমাজ ব্যবস্থা হতে পারে না।
neutral,"জোর করে চাপিয়ে দিয়ে লাভ হবে না,সরকারী মেসিন ঠিক মত কাজ করতে হবে।সরকারীভাবে প্রয়োজন অনুযায়ী আমদানী করে অল্প লাভে বিক্রি করলে দামে বিক্রির সুযোগ থাকবে না।"
neutral,"আমার কথার গাঁজাখুরি জেনেও গল্পের টানে শেষ পর্যন্ত না পড়ে উপায় থাকে না। এমনভাবে বর্ণনা করেন, মনে হয় যেন সবকিছু দেখছেন চোখের সামনে। খুব অবাক লাগে.? আমার কল্পনার চরিত্ররা। হেটে, চলে বেড়ায় আমার চোখের সামনে।"
neutral,'কে বলেছে দেশের চলচিত্র বাজে? বিএনপি কে দেকেহ্ন হুলিউড লেভেল এর অভিনেতা অভিনেত্রি আছে এইখানে…
neutral,"জাহিদ সরদার সাদি নামের এই ব্যাক্তির কোন ধরনের পোষ্ট বিশ্বাস করবেন না, এ ব্যাক্তি প্রায় বিভ্রান্তি মূলক পোষ্ট দিয়ে থাকে। সে বাঙলাদেশে একজন ফেরারী আসামি, এবং আমেরিকাতে ও বিভিন্ন প্রতারনার ও অপরাদের জন্য কায়েক বার জেল ও খেটেছে। জনগণ সাবধান এই ব্যাক্তি ধেকে।"
neutral,"বহির্বিশ্বে যেখানে অপারেশনের পূর্বে রোগীর অনুমতি নেয়, সেখানে আমাদের দেশে রোগীর আত্নীয় স্বজনকে রোগীর আশংকার কথা বলে রোগীকে হাত পা বেধে গরুর মত অপারেশন করা হয়।"
neutral,"তোমার বিয়েতে অনেক অভিনন্দন এবং ভালোবাসা রইলো। চাপ নিও না, নিজের ভালোটা দাও, বাকি সব ভুলে যাও"
neutral,দুঃখিত একমত হতে পারছি নাহ!আইন অনুযায়ী প্রাপ্ত বয়স্ক যে কেউ সজ্ঞানে এ পেশায় আসতে পারে।
neutral,"ছাত্র-জনতার যৌক্তিক আন্দোলন হলে তথাকথিত মেধাবী সরকারি চাকরিজীবিরা ভাল বিপদে পড়ে যান। এদিকে গেলে চাকরি নিয়ে টানাটানি, ওদিকে গেলে সেলিব্রেটি/মেধাবী খেতাব/লাইক নিয়ে টানাটানি। এ কেমন বি-পোদ? "
neutral,লুকিয়ে লুকিয়ে রেস্টুরেন্ট এ খাওয়া
neutral,"তপেশ এর সাথে একদিন এক আড্ডায় দেখা। প্রথমে ওর রান্না খেয়ে পরে ওর গান শুনে মুগ্ধ। ঢেকি স্বর্গে গেলেও ধান ভানে। ওরে ধরলাম আমাদের জন্য গান এবং মিউজিক বানিয়ে দিবা নাকি। এমনিতেই চিত্রগল্পের কাজে নতুনত্ব আনার জন্য সাউন্ড বা মিউজিক নিয়ে প্লান ছিলো। বিভিন্ন শিল্পীর গান বা মিউজিক ব্যাবহার এর চর্চা থেকে বের হয়ে মনমতো মিউজিক বা গান এর ব্যাবহার এর শুরুর ইচ্ছে ছিলো। অনেকের কাছে বিয়ের জন্য গান বা মিউজিক নিয়ে কাজ করার আগ্রহ কম। তপেশ যদিও এক পায়ে খাড়া। তাই ভাবলাম, মানুষের কাজে নতুন কিছু এর ঝুকি কম নিয়ে নিজের বিয়ের কাজেই ঝুকি নেই। যাক আর কথা না বাড়াই। সবাই ভিডিও দেখার সাথে সাথে শুনেও দেখুন আমাদের এই নতুন প্রয়াস।"
neutral,যেই আমরা রিকশায় উঠতে যাব দেখি যে খাবার এর পাকেট এ কয়েক ফোটা রক্ত। সাথে সাথে আমার হাসবেন্ড এর দিকে তাকায়ে দেখি ওর সারা পাঞ্জাবি তে রক্ত।
neutral,আজ আপনাকে সরাসরি দেখলাম ভাইয়া। সেরা আপনি
neutral,বাংলাদেশি মেয়ে নাজমুন নাহারের প্রাপ্তির ঝুলিতে যুক্ত হলো আরেকটি রত্ন। ২৭ অক্টোবর কুইন্সের অ্যাসপিরেশন গ্রাউন্ডের ওয়াননেস সেন্টারে আয়োজিত এক অনুষ্ঠানে তাঁকে ‘পিস টর্চ অ্যাওয়ার্ড’ দেওয়া হয়। একই সঙ্গে ভূষিত করা হয় ‘ডটার অব দ্য আর্থ’ উপাধিতে।
neutral,তোমাকে মনে পড়ে না এমন কোন মুহূর্ত নেই। আর বৃষ্টি হলে তো মনকে ধরেই রাখতে পারি না।মনের জমানো সব ব্যথা বৃষ্টির ফোঁটার সাথে চোখ দিয়ে বেরিয়ে আসতে চায়। আজ ও বৃষ্টি হচ্ছে।
neutral,"এত সুন্দর হাসি এত সুন্দর মুখ মনে হচ্ছে কতদিন দেখিনা! এত কিউট কেনো বাচ্চাটা ?
অসম্ভব সুন্দর আর প্রাণবন্ত সব ছবি,আর কিছু ছবি মারাত্মক ! ❤️"
neutral,একজন শিক্ষক কখনো একজন ছাত্রের রাজনৈতিক বিষয়ে কথা বলার অধিকার রাখে না
neutral,ভাবছিলাম কমেন্টের উপর নির্ভর করে নাটকটা দেখব কিন্তু নাটক সমন্ধে কোনো কমেন্টই নেই যে যার মত লিখে যাচ্ছে অথছ পড়ার টেবিলে থাকা ছোট খাতাটা তিন মাসেও শেষ হয় না।
neutral,এই প্রথম কেও আল্লাহর উপর ভরসা করে কথা বললো। মানুষটা খারাপ হলেও কিন্তু এই কথা  গুলি অবশ্যই প্রশংসনীয়।
neutral,ইনশাআল্লাহ একদিন সারা বিশ্বে ইসলাম ও শান্তি প্রতিষ্ঠিত হবে হয়ত তাবলীগ দ্বারাই
neutral,"আপনারা যে যাই বলুন না কেনো জয় সত্য কথা বলেদেয়। আওয়ামিলিগের বিতর যে সিদান্ত নেয় তা জয় বলেফেলে। বি এন পি, জামাত আর রাখবে না। জয় এটা সত্য বলেছে।"
neutral,মা একটা অন্য রকম ব্যাপার । প্রতিটি মেয়ের মাঝেই মাতৃত্ব আছে। অনেক ভালো লাগে তোমাকে আপু। মিষ্টি হাসি । শুভকামনা ।।
neutral,"বন্ধু, তুমি তোমার ব্যবহৃত কি কি উঠাবা?"
neutral,আচ্ছা তারা কি বুঝাতে চাচ্ছে ? তারা সুশীল ? মেয়েদের এসব কথা শুনতে দেখে তারা কি খুব কষ্ট পায় ? আহ ! ভণ্ডামি আর কত ?
neutral,দুঃখমুক্ত জীবন যাপনের ইচ্ছা না থাকলে যা ঘটতে যাচ্ছে তাকে ঘটেই গেছে বলে মনে করতে হবে
neutral,ভাইয়া খেলা দেখে টাইম নষ্ট করলেন??
neutral,"বিলকিস বেগমের রূপে আমি মুগ্ধ হয়ে যাই, আহা কি তার রূপ, কি তার গুন । আমি শুধু তার পাশে পাশে থাকতে চাইতাম।"
neutral,অস্বস্তিকর ট্রাফিক জ্যামের মধ্যেও কিছুটা স্বস্তি পাওয়া যায় যখন পাশে এই অস্বস্তি টুটানোর মত কেউ থাকে।[বিঃদ্রঃ] কেউ নেগেটিভলি নিতে ভুল করবেন না
neutral,আমার একটা তুমি আছে।আর সৌভাগ্য তার তুমি এই নন আটপৌরে নন ট্রেন্ডি আমি।আমার তুমিটা আমার আমিকে নিয়ে খুব সুখী আর আমিও আমার তুমিকে নিয়ে।
neutral,"এর  সাথে  আমার  সফর  জাস্ট  রাগ  পর্যন্ত , রাগ  এর  পর  দীপন  আমার  সাথে  মেয়েটি  করতে  পারবে  না , আমার  সাথে  আগের  মতো  হ্যাংআউট  এ  যাবে  না"
neutral,শত চেষ্টায়ও মনে করতে পারেন না আর মনে করতে পারছেন না অস্বস্তিকর অনুভুতির ফলে মনে হয় মেমোরি হয়তো লস হয়ে যাচ্ছে আপনি হয়তো সব ভুলে যাবেন কিছুই মনে রাখতে পারবেন না এই ভয় ঢুকে যায় মনে মারাত্বক উদ্বেগ এবং দুশ্চিন্তায় দিন কাটে তখন এসব ভাবনা আপনার নিয়ন্ত্রণহীন হয়ে পড়ে পাগল হয়ে যাচ্ছেন বলে মনে হয় কেউ কেউ মারাত্বক সমস্যায় পড়তে পারে
neutral,প্রত্যেক দিনেই কৃতজ্ঞ থেকো; আল্লাহর অপার করুনায় সকলের মঙ্গল হোক ।
neutral,এতো এতো প্রাপ্তির গল্প শুনে মনটা ভরে গেল। সবার জন্য অনেক ভালবাসা
neutral,একজন রক্তবর্ণ চক্ষুবিশিষ্ট কোচ দরকার। বেত নিয়ে হাটবে আর অথর্বদের পাছায় কস কস করে বাড়ি মারবে।
neutral,﻿খাদ্য এত সুস্বাদু !! এবং অভ্যন্তর ডেকোরেশন খুব জস।জায়গাটা খুব ভাল লাগছে।
neutral,বয়স হয়েছে তাই একটু সমস্যা হতেই পারে এই নিয়ে রাজনিতির কিছু নেই
neutral,﻿যদি আপনি সুস্বাদু খাবার চান গ্র্যান্ড হাভেলিতে চলে যান। বন্ধু এবং পরিবারের সাথে  হেংগআউট করার জন্য একটি ভাল জায়গা।
neutral,ফুটফুটে দুধের মত রং বাচ্চাটার!! দেখেই ভালো লাগছে কিন্তু ভালো লাগাটা কাজে লাগাতে পারছি না.....ধিক্কার রইলো সেই কুলাঙ্গার এর জন্য। 
neutral,"শেষ বিকেলে হিসাবের খাতার ডান পাশ বাম পাশ মিলবে তো?  নাকি অনিশ্চিত হিসাব হয়ে থেকে যাবে চাওয়া পাওয়া গুলো, তুমি।
"
neutral,কাপ তো আর্জেন্টিনাই নিবে...কেননা কাপ সবসময় পৃথিবীর সেরা খেলোয়ারদের হাতেই যায়।
neutral,আজ সবাই খুব খুশি বাহবা দিচ্ছি যেই আবার এক ম্যাচ হারবে সাথে সাথেই চৌদ্দ গুষ্টি উদ্ধারে লেগে পরি আমরা কারন আমরা বাংঙ্গালী
neutral,"গ্রামীণ ও শহুরে মধ্যবিত্ত, নিম্ন–মধ্যবিত্ত এমনকি নিম্ন–মধ্যবিত্ত পরিবারের মেধাবী শিক্ষার্থীদের কর্মমুখী শিক্ষার সুযোগ নিশ্চিত করবে ইউসেট।"
neutral,থাঙ্কস  ভাইয়া ... ইনশাআল্লাহ  ভাইয়া  আমি   অনলাইন হোস্ট করার ট্রাই  করবো ... আরো  কিছু  ফিচারস  অ্যাড  করার  ইচ্ছা  আছে
neutral,"অনুবাদটা কেমন হয়েছে তা যাচাই করার যোগ্যতা আমার নেই, কিন্তুু আমার দারুন লেগেছে, মূল লেখার ধরনের সাথে আমি কোনো অমিল পাইনি।"
neutral,﻿বিগ বেলি একটি চমত্কার জায়গা।  সেরা বার্গার ছিল। সন্ধ্যা এত মহান করার জন্য  ধন্যবাদ। শুভ কামনা
neutral,তাতে ফাইদা কার হবে? ভারতের। আমাদের পকেট খালি হবে।
neutral,অনেকদিন পর ভাইদের সাথে দেখা। Avishek Das Avi ভাইয়ের সাথে আড্ডা দিয়ে অনেক মজা পেলাম।
neutral,ডাক্তার রা যেদিন রাজনীতি করা শুরু করেছে সেদিন থেকে সেসব আর ডাক্তার নেই । 
neutral,বালাম তার সুর শেষ করে নিঃশ্বাস নেওয়ার শব্দটা বন্ধ করা উচিত।
neutral,দায়িত্বে থাকা নার্স ইলা সিকদার ব্যবস্থাপত্র লেখার কথা শুনে রাগ করে সেই কক্ষ থেকে চলে যান। চিকিৎসক দেখাতে না পেরে হতাশ হয়ে চলে যাচ্ছেন রোগীরা।
neutral,ঝিলমিল ঝিলমিল করে আমার শেখ হাসিনার নাও-আমার এলাকার আওয়ামীলীগের থিম সং
neutral,"আলি থাকলে না, একটা আলিশান বক্সিং মাইরা ক্ষমা কারে কয় বুঝায়া দিতেন"
neutral,বিশ্বাস করেন ভাই এক সপ্তাহ টমের মত টিং টিং করে হাটতে হয়েছে ব্যাথার কারনে
neutral,চট্টগ্রাম মেডিকেল কলেজে (চমেক) আধিপত্য বিস্তারকে কেন্দ্র করে ছাত্রলীগের দুই পক্ষে মারামারি হয়েছে। আজ সোমবার বেলা একটার দিকে এই ঘটনা ঘটে। এতে অন্তত আটজন আহত হয়েছেন।
neutral,আপনারা প্যাকেজে বাবা মন্দির লিখলেন... কিন্তু ঐখানে তো ফরেনারদের পারমিশন দেয় না। আমি ২৫ ডিসেম্বর থেকে ২৮ ডিসেম্বর পর্যন্ত সিকিম ছিলাম।
neutral,বাংলাদেশের নাগরিকদের মন মানসিকতা আর তাইওয়ানের নাগরিকদের মন মানসিকতার আকাশ পাতাল ব্যবধান । তাই এগুলো দেখে আফসোস করা ছাড়া আমাদের আর কিছু নেই ।
neutral,﻿সুস্বাদু পাস্তা ... আনন্দদায়ক পরিবেশ .... এটা পছন্দ করেছে ..
neutral,বাংলাদেশ হারাচ্ছে তার সর্বকালের সেরা অধিনায়ককে সত্যি অনেক কষ্ট লাগতেছে প্রিয় ক্রিকেটার মাশরাফি বিন মুর্তজা বাংলাদেশে ক্রিকেট থেকে অবসর নেওয়াটা
neutral,"২০০ কোটি টাকা মরা মানুষের নামে দিয়ে জনগনের টাকা নষ্ট করলি, আর সেই জনগনই আজকে দু মোটো ভাতের জন্য পেরাশানী পোয়াতে হয়,😥😥😥😥"
neutral,লিভারপুলে খেলে মোঃ সালাহ যে অভিজ্ঞতা লাভ করেছে তা মিশরকে সামনে এগিয়ে রেখেছে! তবে অভারঅল পারফর্ম্যান্সে এ উরুগুয়ে ফেভারিট!
neutral,গ্রুপ থেকে লিভ নিচ্ছি। সারাদিন ই ফালতু পোষ্ট দিতেই থাকে কেউ না কেউ।
neutral,"যুবতী.... সুখ আর সুখ, হয়েছে আমার সুখের অসুখ"
neutral,এক নাপিতের কোটিপতি হওয়ার গল্প শুনে আপনি অবাক হবেন !!
neutral,হঠাৎ মনে পড়ল আরে আমার কাছেতো চৌধুরী সাহেবের বাসার নাম্বার আছে! কি বোকাই না আমি!
neutral,মায়ের দোয়া ছাড়া কেউ কোন দিন সফল হতে পারে না। ক্ষমতার লোভে পড়ে যুবরাজ সে কথা ভুলে গেছে. আল্লাহ যুবরাজকে হেদায়াত দান করুক.
neutral,যতদিন বেচে থাকবো ততদিন ওরে ট্রল করবো।আমাদের ক্রিকেট শেষ হওয়ার পেছনে এমন গদা খামাসুদের অনেক অবদান আছে।
neutral,সাদা পোশাকে কাউকে গ্রেফতারের বিরুদ্ধে মহামান্য আদালতের নির্দেশনাও ওরা অমান্য করছে। সাধারণ মানুষ যাবে কোথায়?
